Country,Product_Group_Use,SalesRep_Code,yearmonth,Product_MTD,UserKey_4Map,Product_QTD,Product_Total_MTD,Product_Total_QTD,Product_Max_MTD,Product_Max_QTD,Product_Percent_MTD,Product_Percent_QTD,Manager_Id
TW,WELLBU,BJS6,2024-08-01,1212.0,TW_BJS6,1212.0,1089471.0,3159151.0,607092.0,1625589.0,0.0019964025221877,0.0007455759112543,0055h000006NBspAAG
TW,XARELT,BJS5,2024-08-01,729385.0,TW_BJS5,1655291.0,1444168.0,3701753.0,729385.0,1655291.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS5,2024-08-01,341924.0,TW_BJS5,731551.0,1444168.0,3701753.0,729385.0,1655291.0,0.468783975541038,0.4419470655008696,0055h000006NBspAAG
TW,YASMIN,BJS5,2024-08-01,91191.0,TW_BJS5,253992.0,1444168.0,3701753.0,729385.0,1655291.0,0.1250245069476339,0.1534425064837542,0055h000006NBspAAG
TW,XYZAL,BJS5,2024-08-01,17806.0,TW_BJS5,224189.0,1444168.0,3701753.0,729385.0,1655291.0,0.0244123473885533,0.1354378172780496,0055h000006NBspAAG
TW,YAZ,BJS5,2024-08-01,44572.0,TW_BJS5,165735.0,1444168.0,3701753.0,729385.0,1655291.0,0.0611090165002022,0.1001243890047127,0055h000006NBspAAG
TW,NICOTI,BJS5,2024-08-01,16821.0,TW_BJS5,160853.0,1444168.0,3701753.0,729385.0,1655291.0,0.0230618946098425,0.0971750586452774,0055h000006NBspAAG
TW,TAMBOC,BJS5,2024-08-01,33332.0,TW_BJS5,113785.0,1444168.0,3701753.0,729385.0,1655291.0,0.0456987736243547,0.068740179219243,0055h000006NBspAAG
TW,DIFFLA,BJS5,2024-08-01,19351.0,TW_BJS5,103261.0,1444168.0,3701753.0,729385.0,1655291.0,0.0265305702749576,0.0623823847287274,0055h000006NBspAAG
TW,DIANE,BJS5,2024-08-01,57555.0,TW_BJS5,88405.0,1444168.0,3701753.0,729385.0,1655291.0,0.0789089438362456,0.0534075277398354,0055h000006NBspAAG
TW,MIRENA,BJS5,2024-08-01,7149.0,TW_BJS5,53497.0,1444168.0,3701753.0,729385.0,1655291.0,0.0098014080355367,0.0323187886601207,0055h000006NBspAAG
TW,REQUIP,BJS5,2024-08-01,19336.0,TW_BJS5,47834.0,1444168.0,3701753.0,729385.0,1655291.0,0.0265100050042158,0.0288976379379819,0055h000006NBspAAG
TW,GYNERA,BJS5,2024-08-01,24228.0,TW_BJS5,24228.0,1444168.0,3701753.0,729385.0,1655291.0,0.0332170253021381,0.0146367013413351,0055h000006NBspAAG
TW,MELIAN,BJS5,2024-08-01,20572.0,TW_BJS5,24000.0,1444168.0,3701753.0,729385.0,1655291.0,0.0282045833133393,0.0144989612098416,0055h000006NBspAAG
TW,LAMICT,BJS5,2024-08-01,2599.0,TW_BJS5,21583.0,1444168.0,3701753.0,729385.0,1655291.0,0.0035632759105273,0.0130387949913338,0055h000006NBspAAG
TW,SEROXA,BJS5,2024-08-01,6431.0,TW_BJS5,12816.0,1444168.0,3701753.0,729385.0,1655291.0,0.0088170170760298,0.0077424452860554,0055h000006NBspAAG
TW,ALDARA,BJS5,2024-08-01,2857.0,TW_BJS5,11428.0,1444168.0,3701753.0,729385.0,1655291.0,0.0039169985672861,0.0069039220294196,0055h000006NBspAAG
TW,WELLBU,BJS5,2024-08-01,8242.0,TW_BJS5,8488.0,1444168.0,3701753.0,729385.0,1655291.0,0.0112999307635885,0.0051277992812139,0055h000006NBspAAG
TW,IMIGRA,BJS5,2024-08-01,817.0,TW_BJS5,817.0,1444168.0,3701753.0,729385.0,1655291.0,0.0011201217464027,0.0004935688045183,0055h000006NBspAAG
TW,XARELT,BJS3,2024-08-01,1186845.0,TW_BJS3,2110320.0,2234781.0,5333027.0,1186845.0,2110320.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS3,2024-08-01,354874.0,TW_BJS3,762494.0,2234781.0,5333027.0,1186845.0,2110320.0,0.2990061886767017,0.3613167671253648,0055h000006NBspAAG
TW,NICOTI,BJS3,2024-08-01,128080.0,TW_BJS3,450959.0,2234781.0,5333027.0,1186845.0,2110320.0,0.1079163665011016,0.213692236248531,0055h000006NBspAAG
TW,REQUIP,BJS3,2024-08-01,149297.0,TW_BJS3,444185.0,2234781.0,5333027.0,1186845.0,2110320.0,0.125793174340373,0.2104822965237499,0055h000006NBspAAG
TW,LAMICT,BJS3,2024-08-01,64863.0,TW_BJS3,367942.0,2234781.0,5333027.0,1186845.0,2110320.0,0.054651618366341,0.174353652526631,0055h000006NBspAAG
TW,DIANE,BJS3,2024-08-01,103617.0,TW_BJS3,195044.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0873045764189932,0.0924238977974904,0055h000006NBspAAG
TW,XYZAL,BJS3,2024-08-01,79506.0,TW_BJS3,189521.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0669893709793612,0.0898067591644869,0055h000006NBspAAG
TW,YASMIN,BJS3,2024-08-01,6286.0,TW_BJS3,186289.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0052963950642248,0.0882752378786155,0055h000006NBspAAG
TW,WELLBU,BJS3,2024-08-01,2423.0,TW_BJS3,147213.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0020415471270469,0.069758614807233,0055h000006NBspAAG
TW,SEROXA,BJS3,2024-08-01,37627.0,TW_BJS3,134745.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0317033816547232,0.0638505060843853,0055h000006NBspAAG
TW,TAMBOC,BJS3,2024-08-01,70815.0,TW_BJS3,126702.0,2234781.0,5333027.0,1186845.0,2110320.0,0.059666595048216,0.0600392357557147,0055h000006NBspAAG
TW,DIFFLA,BJS3,2024-08-01,11943.0,TW_BJS3,94241.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0100628135940244,0.0446572083854581,0055h000006NBspAAG
TW,MIRENA,BJS3,2024-08-01,7604.0,TW_BJS3,37230.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0064069023334976,0.017641874218128,0055h000006NBspAAG
TW,GYNERA,BJS3,2024-08-01,13570.0,TW_BJS3,17570.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0114336749954711,0.0083257515447894,0055h000006NBspAAG
TW,YAZ,BJS3,2024-08-01,16096.0,TW_BJS3,16096.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0135620068332427,0.007627279275181,0055h000006NBspAAG
TW,IMIGRA,BJS3,2024-08-01,1335.0,TW_BJS3,1335.0,2234781.0,5333027.0,1186845.0,2110320.0,0.0011248309593923,0.0006326054816331,0055h000006NBspAAG
TW,XARELT,BJS2,2024-08-01,410623.0,TW_BJS2,1233863.0,1090568.0,3001518.0,410623.0,1233863.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS2,2024-08-01,190412.0,TW_BJS2,731626.0,1090568.0,3001518.0,410623.0,1233863.0,0.4637148917620299,0.5929556198702773,0055h000006NBspAAG
